id,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
6186,Maruti Wagon R,Maruti,Wagon R,6,38700,Dealer,Petrol,Manual,18.9,998,67.1,5,375000
6187,Volkswagen Polo,Volkswagen,Polo,9,92000,Dealer,Diesel,Manual,22.07,1199,73.9,5,385000
6188,Tata Nexon,Tata,Nexon,2,10700,Individual,Petrol,Manual,17,1198,108.5,5,920000
6189,Honda City,Honda,City,6,84000,Dealer,Petrol,Manual,17.4,1497,117.3,5,675000
6190,Tata Indigo,Tata,Indigo,13,110000,Individual,Diesel,Manual,19.09,1396,69,5,123000
6191,Maruti Eeco,Maruti,Eeco,9,72422,Dealer,Petrol,Manual,15.37,1196,73,7,290000
6192,Toyota Innova,Toyota,Innova,8,126000,Individual,Diesel,Manual,12.99,2494,100,8,800000
6193,Mahindra XUV500,Mahindra,XUV500,3,23000,Individual,Diesel,Manual,15.1,2179,155,7,1600000
6194,Maruti Alto,Maruti,Alto,14,60235,Dealer,Petrol,Manual,19.7,796,46.3,5,100000
6195,Maruti Zen,Maruti,Zen,10,60069,Dealer,Petrol,Manual,19,998,67.1,5,240000
6196,Honda Accord,Honda,Accord,12,77000,Dealer,Petrol,Automatic,9.8,2354,180,5,460000
6197,Maruti Swift Dzire,Maruti,Swift Dzire,11,110000,Individual,Diesel,Manual,19.3,1248,73.9,5,280000
6198,Toyota Innova,Toyota,Innova,10,76325,Dealer,Diesel,Manual,12.8,2494,102,7,560000
6199,Hyundai i10,Hyundai,i10,9,32000,Dealer,Petrol,Manual,19.81,1086,68.05,5,290000
6200,Maruti Vitara,Maruti,Vitara,3,105000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
6201,Chevrolet Spark,Chevrolet,Spark,10,52000,Dealer,LPG,Manual,16,995,60,5,150000
6202,Skoda Octavia,Skoda,Octavia,6,99000,Dealer,Diesel,Automatic,19.3,1968,141,5,1399000
6203,Maruti Wagon R,Maruti,Wagon R,12,48001,Dealer,Petrol,Manual,18.9,998,67.1,5,219000
6204,Hyundai Grand,Hyundai,Grand,4,50000,Individual,Diesel,Manual,24,1186,73.97,5,425000
6205,Audi A6,Audi,A6,5,16000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3300000
6206,Tata Nexon,Tata,Nexon,4,35000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
6207,Hyundai i20,Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,585000
6208,Hyundai i20,Hyundai,i20,5,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,610000
6209,Mercedes-Benz M-Class,Mercedes-Benz,M-Class,7,135000,Individual,Diesel,Automatic,15.26,2143,203.2,5,2400000
6210,Hyundai EON,Hyundai,EON,8,76000,Dealer,Petrol,Manual,21.1,814,55.2,5,215000
6211,Maruti 800,Maruti,800,15,40000,Individual,Petrol,Manual,16.1,796,37,4,60000
6212,Maruti Wagon R,Maruti,Wagon R,8,35000,Individual,Petrol,Manual,18.9,998,67.1,5,250000
6213,Honda Jazz,Honda,Jazz,6,40569,Dealer,Petrol,Manual,18.7,1199,88.7,5,495000
6214,Tata Indica,Tata,Indica,8,110000,Individual,Diesel,Manual,22.3,1248,74,5,180000
6215,Mahindra Scorpio,Mahindra,Scorpio,2,90000,Individual,Diesel,Manual,15.4,2523,75,7,800000
6216,Hyundai Creta,Hyundai,Creta,5,110000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1050000
6217,Maruti Baleno,Maruti,Baleno,4,60881,Dealer,Diesel,Manual,27.39,1248,74,5,730000
6218,Renault KWID,Renault,KWID,5,32736,Dealer,Petrol,Manual,23.01,999,67,5,310000
6219,Skoda Rapid,Skoda,Rapid,9,72500,Dealer,Diesel,Manual,20.5,1598,103.5,5,295000
6220,Maruti Swift,Maruti,Swift,8,275000,Individual,Diesel,Manual,22.9,1248,74,5,400000
6221,Honda City,Honda,City,7,35001,Trustmark Dealer,Petrol,Manual,17.4,1497,117.3,5,675000
6222,Maruti Eeco,Maruti,Eeco,5,15000,Individual,Petrol,Manual,15.37,1196,73,5,350000
6223,Maruti Eeco,Maruti,Eeco,3,59000,Individual,Petrol,Manual,15.37,1196,73,7,360000
6224,Hyundai Grand,Hyundai,Grand,7,151315,Dealer,Diesel,Manual,24,1120,70,5,300000
6225,Maruti Vitara,Maruti,Vitara,4,61000,Dealer,Diesel,Manual,24.3,1248,88.5,5,841000
6226,Audi A4,Audi,A4,10,38000,Dealer,Diesel,Automatic,16.55,1968,140,5,1500000
6227,Hyundai i10,Hyundai,i10,13,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,150000
6228,Tata Nano,Tata,Nano,9,40000,Individual,Petrol,Manual,26,624,35,4,45000
6229,Hyundai i10,Hyundai,i10,11,56000,Dealer,Petrol,Manual,20.36,1197,78.9,5,375000
6230,Renault KWID,Renault,KWID,4,60000,Individual,Petrol,Manual,23.01,999,67,5,350000
6231,Maruti Alto,Maruti,Alto,8,180000,Individual,Petrol,Manual,22.74,796,47.3,5,180000
6232,Hyundai i20,Hyundai,i20,11,49011,Dealer,Petrol,Manual,17,1197,80,5,385000
6233,Mahindra TUV,Mahindra,TUV,3,80000,Individual,Diesel,Manual,18.49,1493,100,7,880000
6234,Ford Figo,Ford,Figo,7,48000,Dealer,Diesel,Manual,20,1399,68.05,5,450000
6235,Maruti Swift,Maruti,Swift,9,68000,Dealer,Diesel,Manual,22.9,1248,74,5,390000
6236,Maruti Ritz,Maruti,Ritz,5,70000,Individual,Diesel,Manual,23.2,1248,73.94,5,500000
6237,Maruti Alto,Maruti,Alto,6,105610,Dealer,Petrol,Manual,22.74,796,47.3,5,250000
6238,Mahindra Bolero,Mahindra,Bolero,4,70000,Individual,Diesel,Manual,16.5,1493,70,7,650000
6239,Maruti Wagon R,Maruti,Wagon R,12,113343,Dealer,Petrol,Manual,18.9,1061,67,5,178000
6240,BMW 3,BMW,3,12,64495,Dealer,Diesel,Automatic,16.07,1995,181,5,850000
6241,Renault Fluence,Renault,Fluence,8,50001,Dealer,Diesel,Manual,21.8,1461,78,5,450000
6242,Maruti Celerio,Maruti,Celerio,7,49000,Dealer,Petrol,Automatic,23.1,998,67.04,5,335000
6243,Hyundai i20,Hyundai,i20,5,63669,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,645000
6244,Mahindra Bolero,Mahindra,Bolero,11,199900,Individual,Diesel,Manual,13.6,2523,63,7,350000
6245,Tata Indigo,Tata,Indigo,6,120000,Individual,Diesel,Manual,19.09,1405,69.01,5,250000
6246,Toyota Innova,Toyota,Innova,10,103000,Dealer,CNG,Manual,12.4,1998,132,8,1080000
6247,Honda Brio,Honda,Brio,8,60000,Individual,Petrol,Manual,19.4,1198,86.8,5,320000
6248,Mahindra Thar,Mahindra,Thar,4,38860,Dealer,Diesel,Manual,16.55,2498,105,6,875000
6249,Hyundai i20,Hyundai,i20,3,8000,Dealer,Petrol,Manual,18.6,1197,81.83,5,775000
6250,Maruti Swift Dzire,Maruti,Swift Dzire,3,6500,Individual,Petrol,Automatic,21.21,1197,81.8,5,725000
6251,Hyundai Grand,Hyundai,Grand,7,90000,Individual,Petrol,Manual,18.9,1197,82,5,300000
6252,Honda Amaze,Honda,Amaze,3,68000,Dealer,Diesel,Manual,24.7,1498,98.63,5,540000
6253,Ford Figo,Ford,Figo,2,31000,Individual,Petrol,Manual,18.16,1196,86.8,5,525000
6254,Honda Jazz,Honda,Jazz,5,84000,Dealer,Petrol,Manual,18.2,1199,88.7,5,565000
6255,Tata Zest,Tata,Zest,6,40000,Individual,Petrol,Manual,17.57,1193,88.7,5,450000
6256,Maruti Swift Dzire,Maruti,Swift Dzire,4,60852,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000
6257,Hyundai Verna,Hyundai,Verna,9,76800,Dealer,Diesel,Manual,22.32,1582,126.3,5,450000
6258,Hyundai Grand,Hyundai,Grand,6,29751,Dealer,Petrol,Manual,18.9,1197,82,5,512000
6259,Maruti Wagon R,Maruti,Wagon R,2,40000,Individual,Petrol,Manual,21.79,998,67.05,5,450000
6260,Mini Cooper,Mini,Cooper,7,21800,Dealer,Petrol,Automatic,15.6,1598,120.7,5,2000000
6261,Hyundai Creta,Hyundai,Creta,4,48001,Dealer,Diesel,Manual,21.38,1396,88.7,5,1025000
6262,Maruti Swift,Maruti,Swift,4,55000,Individual,Diesel,Manual,25.2,1248,74,5,545000
6263,Ford Figo,Ford,Figo,11,68176,Dealer,Diesel,Manual,20,1399,68.05,5,275000
6264,Maruti S-Presso,Maruti,S-Presso,1,2000,Individual,Petrol,Manual,21.7,998,67,5,450000
6265,Nissan Kicks,Nissan,Kicks,2,40000,Individual,Diesel,Manual,19.39,1461,108,5,1200000
6266,Hyundai i20,Hyundai,i20,5,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
6267,Ford Figo,Ford,Figo,11,51060,Dealer,Diesel,Manual,20,1399,68,5,280000
6268,Hyundai Creta,Hyundai,Creta,3,20000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
6269,Renault Duster,Renault,Duster,6,159000,Individual,Diesel,Manual,19.01,1461,108.45,5,625000
6270,Maruti Ertiga,Maruti,Ertiga,2,32000,Dealer,Petrol,Automatic,18.69,1462,103,7,975000
6271,Maruti Wagon R,Maruti,Wagon R,5,10000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
6272,Jeep Compass,Jeep,Compass,4,54000,Individual,Diesel,Manual,17.1,1956,170,5,1500000
6273,Hyundai Grand,Hyundai,Grand,6,110000,Individual,Diesel,Manual,24,1120,70,5,380000
6274,Hyundai Verna,Hyundai,Verna,3,37000,Dealer,Petrol,Manual,17.01,1591,121.3,5,990000
6275,Renault KWID,Renault,KWID,5,54701,Dealer,Petrol,Manual,23.01,999,67,5,260000
6276,Maruti Alto,Maruti,Alto,11,70000,Individual,Petrol,Manual,19.7,796,46.3,5,135000
6277,Tata Zest,Tata,Zest,4,40000,Individual,Petrol,Manual,17.57,1193,88.7,5,400000
6278,Mahindra XUV500,Mahindra,XUV500,9,87500,Individual,Diesel,Manual,15.1,2179,140,7,600000
6279,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Automatic,28.4,1248,74.02,5,800000
6280,Renault Duster,Renault,Duster,7,49000,Individual,Diesel,Manual,19.01,1461,108.45,5,550000
6281,Honda WR-V,Honda,WR-V,4,70000,Individual,Diesel,Manual,25.5,1498,98.6,5,760000
6282,Hyundai i20,Hyundai,i20,10,111000,Dealer,Diesel,Manual,23,1396,90,5,399000
6283,Hyundai EON,Hyundai,EON,9,80000,Dealer,Petrol,Manual,20.3,998,68.05,5,190000
6284,Maruti Ritz,Maruti,Ritz,6,72980,Dealer,Diesel,Manual,23.2,1248,73.94,5,325000
6285,Hyundai i20,Hyundai,i20,12,11638,Dealer,Petrol,Manual,20.35,1197,81.86,5,300000
6286,Maruti Wagon R,Maruti,Wagon R,2,9605,Dealer,Petrol,Manual,20.52,1197,81.8,5,500000
6287,Renault KWID,Renault,KWID,5,58000,Dealer,Petrol,Manual,23.01,999,67,5,345000
6288,Mahindra KUV100,Mahindra,KUV100,3,22000,Individual,Petrol,Manual,18.15,1198,82,6,450000
6289,Mahindra Marazzo,Mahindra,Marazzo,1,20000,Individual,Diesel,Manual,17.3,1497,121,7,950000
6290,Hyundai Creta,Hyundai,Creta,3,70000,Individual,Diesel,Manual,22.1,1396,88.7,5,998000
6291,Maruti Baleno,Maruti,Baleno,1,30000,Individual,Petrol,Automatic,19.56,1197,81.8,5,890000
6292,Audi Q3,Audi,Q3,2,23000,Dealer,Diesel,Automatic,15.17,1968,181,5,2990000
6293,Honda Brio,Honda,Brio,6,60000,Individual,Petrol,Manual,19.4,1198,86.8,5,410000
6294,Volkswagen Polo,Volkswagen,Polo,5,146000,Individual,Petrol,Manual,18.78,1198,74,5,350000
6295,Ford Figo,Ford,Figo,4,40000,Individual,Diesel,Manual,24.29,1498,99,5,580000
6296,Hyundai Grand,Hyundai,Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82,5,550000
6297,Toyota Yaris,Toyota,Yaris,3,30000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1300000
6298,Hyundai Verna,Hyundai,Verna,4,28000,Dealer,Petrol,Automatic,17,1591,121.3,5,1090000
6299,Maruti Zen,Maruti,Zen,14,75000,Dealer,Petrol,Manual,18.2,998,67.1,5,125000
6300,BMW 3,BMW,3,10,90000,Dealer,Diesel,Automatic,16.07,1995,181,5,895000
6301,Mahindra Bolero,Mahindra,Bolero,14,110000,Individual,Diesel,Manual,13.6,2523,63,7,250000
6302,Ford Ecosport,Ford,Ecosport,6,27000,Dealer,Petrol,Automatic,15.63,1499,110.4,5,750000
6303,Honda Amaze,Honda,Amaze,6,40000,Individual,Petrol,Manual,18,1198,86.7,5,450000
6304,Maruti Swift Dzire,Maruti,Swift Dzire,11,60000,Individual,Diesel,Manual,19.3,1248,73.9,5,310000
6305,Maruti S-Cross,Maruti,S-Cross,3,50000,Individual,Diesel,Manual,25.1,1248,88.5,5,925000
6306,Hyundai i20,Hyundai,i20,6,27452,Dealer,Petrol,Manual,18.6,1197,81.83,5,540000
6307,Mahindra Bolero,Mahindra,Bolero,8,75000,Individual,Diesel,Manual,15.96,2523,62.1,7,521000
6308,Chevrolet Sail,Chevrolet,Sail,9,50000,Individual,Diesel,Manual,22.1,1248,76.9,5,250000
6309,Maruti Alto,Maruti,Alto,6,18604,Dealer,Petrol,Manual,22.74,796,47.3,5,310000
6310,Maruti Vitara,Maruti,Vitara,3,48000,Dealer,Diesel,Manual,24.3,1248,88.5,5,855000
6311,Mahindra Thar,Mahindra,Thar,6,36000,Dealer,Diesel,Manual,18.06,2523,63,7,725000
6312,Maruti Swift,Maruti,Swift,6,87020,Dealer,Petrol,Manual,21.21,1197,81.8,5,550000
6313,Volkswagen Ameo,Volkswagen,Ameo,2,40000,Individual,Diesel,Manual,21.66,1498,108.62,5,800000
6314,Mahindra Scorpio,Mahindra,Scorpio,11,95000,Individual,Diesel,Automatic,11.79,2179,120,8,500000
6315,Toyota Innova,Toyota,Innova,8,170000,Individual,Diesel,Manual,12.99,2494,100.6,7,700000
6316,Maruti Alto,Maruti,Alto,9,32103,Dealer,Petrol,Manual,20.92,998,67.1,5,245000
6317,Hyundai i20,Hyundai,i20,11,72240,Individual,Petrol,Manual,17,1197,80,5,350000
6318,Maruti SX4,Maruti,SX4,6,90000,Individual,Diesel,Manual,23.65,1248,88.5,5,700000
6319,Hyundai i10,Hyundai,i10,10,66000,Dealer,Petrol,Manual,20.36,1197,78.9,5,285000
6320,Ford Aspire,Ford,Aspire,4,90000,Individual,Diesel,Manual,25.83,1498,99,5,530000
6321,Maruti Swift Dzire,Maruti,Swift Dzire,8,82000,Dealer,Diesel,Manual,19.3,1248,73.9,5,489000
6322,Renault Duster,Renault,Duster,5,123000,Individual,Diesel,Manual,19.64,1461,108.45,5,650000
6323,Hyundai i20,Hyundai,i20,7,75000,Dealer,Diesel,Manual,22.54,1396,88.73,5,499000
6324,Volkswagen Polo,Volkswagen,Polo,9,72000,Dealer,Petrol,Manual,16.47,1198,73.9,5,311000
6325,Hyundai i10,Hyundai,i10,11,50000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,350000
6326,Toyota Fortuner,Toyota,Fortuner,4,30000,Individual,Diesel,Automatic,15.04,2755,174.5,7,3300000
6327,Audi A4,Audi,A4,8,55500,Dealer,Diesel,Automatic,15.2,1968,140.8,5,1500000
6328,Toyota Innova,Toyota,Innova,5,100000,Individual,Diesel,Manual,13.68,2393,147.8,8,1600000
6329,Maruti Swift Dzire,Maruti,Swift Dzire,4,32000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,785000
6330,Toyota Corolla,Toyota,Corolla,13,83000,Dealer,Petrol,Automatic,11.3,1794,125,5,320000
6331,Ford Classic,Ford,Classic,6,71845,Dealer,Petrol,Manual,14.09,1596,99.6,5,325000
6332,Maruti Swift Dzire,Maruti,Swift Dzire,3,18000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,750000
6333,Maruti Eeco,Maruti,Eeco,5,15000,Individual,Petrol,Manual,15.37,1196,73,7,350000
6334,Toyota Etios,Toyota,Etios,8,24500,Individual,Diesel,Manual,23.59,1364,67.04,5,600000
6335,Hyundai i20,Hyundai,i20,7,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,460000
6336,Honda BR-V,Honda,BR-V,4,30481,Dealer,Petrol,Automatic,16,1497,117.3,7,980000
6337,Hyundai i20,Hyundai,i20,2,11972,Dealer,Petrol,Manual,18.6,1197,81.83,5,635000
6338,Mahindra Scorpio,Mahindra,Scorpio,9,212000,Individual,Diesel,Automatic,11.79,2179,120,8,450000
6339,Nissan Terrano,Nissan,Terrano,8,91850,Dealer,Diesel,Manual,19.01,1461,108.5,5,445000
6340,Maruti Swift Dzire,Maruti,Swift Dzire,4,56000,Dealer,Diesel,Manual,26.59,1248,74,5,651000
6341,Volkswagen Ameo,Volkswagen,Ameo,4,31000,Dealer,Diesel,Automatic,22,1498,108.495,5,775000
6342,Hyundai Grand,Hyundai,Grand,7,95094,Dealer,Diesel,Manual,24,1120,70,5,395000
6343,Maruti Swift,Maruti,Swift,11,74000,Dealer,Diesel,Manual,28.4,1248,74,5,340000
6344,Maruti Swift Dzire,Maruti,Swift Dzire,4,48300,Individual,Diesel,Manual,28.4,1248,74.02,5,350000
6345,Mahindra TUV,Mahindra,TUV,4,72000,Individual,Diesel,Manual,18.49,1493,100,7,750000
6346,Mahindra Bolero,Mahindra,Bolero,10,95000,Individual,Diesel,Manual,13.6,2523,63,7,330000
6347,Renault Duster,Renault,Duster,6,30000,Individual,Diesel,Manual,20.45,1461,83.8,5,800000
6348,Maruti Eeco,Maruti,Eeco,2,25000,Individual,Petrol,Manual,15.37,1196,73,5,370000
6349,Nissan Micra,Nissan,Micra,10,110000,Dealer,Diesel,Manual,23.08,1461,63.1,5,240000
6350,Renault Lodgy,Renault,Lodgy,5,19000,Dealer,Diesel,Manual,21.04,1461,83.8,8,760000
6351,Maruti Swift Dzire,Maruti,Swift Dzire,8,105000,Individual,Petrol,Manual,19.1,1197,85.8,5,400000
6352,Ford Figo,Ford,Figo,9,90000,Individual,Diesel,Manual,20,1399,68,5,280000
6353,Volkswagen Vento,Volkswagen,Vento,6,50000,Dealer,Diesel,Manual,22.27,1498,108.6,5,550000
6354,Maruti Swift Dzire,Maruti,Swift Dzire,8,56000,Individual,Diesel,Manual,19.3,1248,73.9,5,520000
6355,Maruti Swift Dzire,Maruti,Swift Dzire,5,110000,Individual,Diesel,Manual,26.59,1248,74,5,535000
6356,Maruti Swift,Maruti,Swift,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5,450000
6357,Maruti Alto,Maruti,Alto,5,25000,Dealer,Petrol,Automatic,23.95,998,67.05,5,415000
6358,Honda Jazz,Honda,Jazz,5,46858,Dealer,Petrol,Automatic,19,1199,88.7,5,725000
6359,Tata Safari,Tata,Safari,12,80000,Individual,Diesel,Manual,13.93,2179,138,7,265000
6360,Ford Ecosport,Ford,Ecosport,6,67300,Individual,Petrol,Manual,15.85,1499,110.4,5,600000
6361,Hyundai Grand,Hyundai,Grand,8,65000,Dealer,Diesel,Manual,24,1120,70,5,348000
6362,Hyundai EON,Hyundai,EON,9,35000,Dealer,Petrol,Manual,21.1,814,55.2,5,320000
6363,Maruti Swift Dzire,Maruti,Swift Dzire,3,48000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,765000
6364,Maruti Swift Dzire,Maruti,Swift Dzire,7,36658,Dealer,Diesel,Manual,23.4,1248,74,5,590000
6365,Honda City,Honda,City,5,14000,Individual,Petrol,Automatic,18,1497,117.3,5,850000
6366,BMW X6,BMW,X6,7,118000,Dealer,Diesel,Automatic,11.2,2993,306,4,2999000
6367,Hyundai Verna,Hyundai,Verna,9,57400,Dealer,Diesel,Manual,16.8,1493,110,5,525000
6368,Chevrolet Sail,Chevrolet,Sail,6,10000,Individual,Diesel,Manual,22.1,1248,74,5,420000
6369,Maruti Swift,Maruti,Swift,5,90000,Individual,Petrol,Manual,20.4,1197,81.8,5,500000
6370,Maruti Alto,Maruti,Alto,2,32895,Dealer,Petrol,Manual,22.05,796,47.3,5,300000
6371,Honda Brio,Honda,Brio,9,52000,Dealer,Petrol,Manual,19.4,1198,86.8,5,275000
6372,Toyota Innova,Toyota,Innova,7,120000,Individual,Diesel,Manual,12.99,2494,100.6,7,925000
6373,Maruti Swift,Maruti,Swift,7,16000,Individual,Diesel,Manual,25.2,1248,74,5,500000
6374,Maruti Swift Dzire,Maruti,Swift Dzire,11,35966,Dealer,Petrol,Manual,17.5,1298,85.8,5,260000
6375,Renault Duster,Renault,Duster,4,50000,Individual,Diesel,Manual,19.87,1461,83.8,5,750000
6376,Maruti SX4,Maruti,SX4,13,70000,Individual,Petrol,Manual,15,1586,104.68,5,250000
6377,Hyundai i20,Hyundai,i20,4,27240,Dealer,Petrol,Manual,17.19,1197,81.86,5,642000
6378,Maruti Alto,Maruti,Alto,7,45075,Dealer,Petrol,Manual,22.74,796,47.3,5,255000
6379,Nissan Terrano,Nissan,Terrano,8,60000,Individual,Diesel,Manual,20.45,1461,83.8,5,675000
6380,Renault KWID,Renault,KWID,3,7300,Individual,Petrol,Manual,25.17,799,53.3,5,330000
6381,Hyundai i20,Hyundai,i20,5,40000,Individual,Petrol,Manual,17.19,1197,81.86,5,500000
6382,Chevrolet Beat,Chevrolet,Beat,9,50000,Individual,Diesel,Manual,25.44,936,57.6,5,175000
6383,Toyota Innova,Toyota,Innova,8,150000,Dealer,Diesel,Manual,12.8,2494,102,8,1190000
6384,Honda Mobilio,Honda,Mobilio,6,175000,Individual,Diesel,Manual,24.2,1498,98.6,7,350000
6385,Chevrolet Enjoy,Chevrolet,Enjoy,5,120000,Individual,Diesel,Manual,18.2,1248,73.74,8,455000
6386,Volkswagen Polo,Volkswagen,Polo,9,70000,Individual,Diesel,Manual,22.07,1199,73.9,5,425000
6387,Tata Safari,Tata,Safari,8,158000,Dealer,Diesel,Manual,14,2179,138.1,7,470000
6388,Mahindra XUV500,Mahindra,XUV500,5,80000,Dealer,Diesel,Automatic,16,2179,140,7,1050000
6389,Toyota Fortuner,Toyota,Fortuner,9,147550,Dealer,Diesel,Manual,13,2982,168.5,7,1400000
6390,Hyundai Getz,Hyundai,Getz,14,30420,Dealer,Petrol,Manual,15.3,1341,83,5,150000
6391,Maruti SX4,Maruti,SX4,11,50000,Individual,Petrol,Manual,15.5,1586,103.3,5,250000
6392,Renault Duster,Renault,Duster,8,80000,Individual,Diesel,Manual,19.01,1461,108.45,5,550000
6393,Porsche Cayenne,Porsche,Cayenne,6,38000,Dealer,Diesel,Automatic,13.5,2967,240,5,6300000
6394,Toyota Innova,Toyota,Innova,5,46000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1550000
6395,Maruti Alto,Maruti,Alto,5,15000,Individual,Petrol,Manual,22.74,796,47.3,5,295000
6396,Renault Lodgy,Renault,Lodgy,4,54000,Dealer,Diesel,Manual,19.98,1461,108.5,7,730000
6397,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,12,107742,Dealer,Diesel,Automatic,11,2987,198.5,5,1175000
6398,Mahindra Scorpio,Mahindra,Scorpio,4,58446,Dealer,Diesel,Manual,15.4,2179,120,7,900000
6399,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,25.1,1498,98.6,5,645000
6400,Honda BRV,Honda,BRV,4,84732,Dealer,Diesel,Manual,21.9,1498,98.6,7,795000
6401,Hyundai Verna,Hyundai,Verna,4,41000,Dealer,Diesel,Manual,23.9,1582,126.2,5,835000
6402,Datsun RediGO,Datsun,RediGO,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,425000
6403,Mahindra Bolero,Mahindra,Bolero,2,35000,Individual,Diesel,Manual,15.96,2523,63,9,870000
6404,Hyundai i10,Hyundai,i10,9,36834,Dealer,Petrol,Manual,20.36,1197,78.9,5,365000
6405,Audi A8,Audi,A8,6,25000,Dealer,Diesel,Automatic,11.8,2967,246.7,5,5500000
6406,Skoda Laura,Skoda,Laura,13,130000,Individual,Diesel,Manual,17.5,1896,106,5,200000
6407,Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,225000
6408,Maruti Wagon R,Maruti,Wagon R,5,48000,Dealer,Petrol,Manual,18.9,998,67.1,5,425000
6409,Hyundai i20,Hyundai,i20,7,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
6410,Hyundai Creta,Hyundai,Creta,3,100000,Individual,Diesel,Manual,22.1,1396,88.7,5,890000
6411,Renault Duster,Renault,Duster,7,90000,Individual,Diesel,Manual,20.45,1461,83.8,5,450000
6412,Honda Mobilio,Honda,Mobilio,6,35200,Individual,Diesel,Manual,24.2,1498,98.6,7,800000
6413,Maruti Ciaz,Maruti,Ciaz,4,57000,Dealer,Diesel,Manual,28.09,1248,88.5,5,720000
6414,Maruti Swift,Maruti,Swift,7,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,370000
6415,Tata Indica,Tata,Indica,8,120000,Individual,Diesel,Manual,25,1396,69,5,160000
6416,Hyundai Verna,Hyundai,Verna,7,100000,Individual,Diesel,Manual,24.8,1396,88.7,5,700000
6417,Chevrolet Sail,Chevrolet,Sail,7,13000,Individual,Petrol,Manual,18.2,1199,82.4,5,310000
6418,Maruti Baleno,Maruti,Baleno,4,110000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
6419,Toyota Innova,Toyota,Innova,7,100000,Individual,Diesel,Manual,12.99,2494,100.6,7,1011000
6420,Isuzu D-Max,Isuzu,D-Max,3,120000,Individual,Diesel,Manual,12.4,2499,134,5,1200000
6421,Volkswagen Vento,Volkswagen,Vento,7,69264,Dealer,Diesel,Automatic,21.21,1498,103.2,5,480000
6422,Audi A6,Audi,A6,5,35000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,3000000
6423,Nissan Sunny,Nissan,Sunny,1,1001,Dealer,Diesel,Manual,22.71,1461,84.8,5,840000
6424,Renault Lodgy,Renault,Lodgy,6,40000,Individual,Diesel,Manual,19.98,1461,108.5,8,450000
6425,Maruti Swift Dzire,Maruti,Swift Dzire,11,50000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
6426,Mahindra XUV500,Mahindra,XUV500,6,35000,Individual,Diesel,Manual,15.1,2179,140,7,1100000
6427,Honda BRV,Honda,BRV,5,33487,Dealer,Petrol,Manual,15.4,1497,117.3,7,760000
6428,Maruti SX4,Maruti,SX4,6,90000,Individual,Diesel,Manual,15,1248,88.5,5,750000
6429,Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,62.1,9,600000
6430,Maruti Wagon R,Maruti,Wagon R,12,85281,Dealer,Petrol,Manual,18.9,998,67.1,5,210000
6431,Honda Civic,Honda,Civic,2,13989,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2150000
6432,Toyota Corolla,Toyota,Corolla,5,35000,Dealer,Petrol,Automatic,14.28,1798,138.03,5,1325000
6433,Maruti Swift,Maruti,Swift,8,75486,Dealer,Diesel,Manual,28.4,1248,74,5,455000
6434,Ford Ecosport,Ford,Ecosport,4,39000,Dealer,Diesel,Manual,22.77,1498,98.59,5,835000
6435,Hyundai i20,Hyundai,i20,9,50000,Dealer,Petrol,Manual,17,1197,80,5,435000
6436,Honda City,Honda,City,6,62000,Dealer,Petrol,Manual,17.8,1497,117.3,5,650000
6437,Maruti Swift Dzire,Maruti,Swift Dzire,5,41000,Dealer,Petrol,Manual,20.85,1197,83.14,5,665000
